"","region","population","sex","age","education","income","statusquo","vote"
"1069","South",250000,"Male","35-44","Post Secondary",75000,-0.9353,"No"
"1070","South",250000,"Male","26-34","Primary",NA,-1.03486,"No"
"1071","South",250000,"Female","18-25","Secondary",200000,0.11608,"Undecided"
"1072","South",250000,"Female","65+","Primary",NA,0.32554,"Yes"
"1073","South",250000,"Male","18-25","Post Secondary",75000,-0.80281,"No"
"1074","South",250000,"Female","26-34","Secondary",75000,-1.0632,"No"
"1075","South",250000,"Male","35-44","Post Secondary",125000,-1.03503,"No"
"1076","South",250000,"Female","18-25","Secondary",35000,1.26582,"Yes"
"1077","South",250000,"Female","18-25","Secondary",15000,-0.05113,"Yes"
"1078","South",250000,"Male","26-34","Post Secondary",15000,0.30861,NA
"1079","South",250000,"Male","45-54","Post Secondary",7500,0.51881,"Undecided"
"1080","South",250000,"Female","65+","Secondary",75000,1.25757,"Undecided"
"1081","South",250000,"Female","26-34","Primary",7500,0.64423,"Yes"
"1082","South",250000,"Female","45-54","Primary",7500,-0.07279,"No"
"1083","South",250000,"Male","18-25","Primary",15000,0.53116,"Yes"
"1084","South",250000,"Female","26-34","Primary",15000,0.52985,"Undecided"
"1085","South",250000,"Male","55-64","Primary",35000,1.40283,"Yes"
"1086","South",250000,"Female","26-34","Secondary",7500,-1.14049,"No"
"1087","South",250000,"Female","18-25","Secondary",35000,-1.09015,"No"
"1088","South",250000,"Male","45-54","Post Secondary",35000,-0.56055,"No"
"1089","South",250000,"Male","18-25","Secondary",15000,-0.92939,"No"
"1090","South",250000,"Female","35-44","Primary",35000,-0.15489,NA
"1091","South",250000,"Male","26-34","Primary",15000,1.06038,NA
"1092","South",250000,"Male","18-25","Secondary",15000,-0.16832,"No"
"1093","South",250000,"Female","35-44","Primary",35000,1.04304,"Yes"
"1094","South",250000,"Female","18-25","Primary",7500,-0.88666,"Yes"
"1095","South",250000,"Male","35-44","Post Secondary",75000,-1.2204,"No"
"1096","South",250000,"Female","35-44","Post Secondary",200000,-1.19438,"No"
"1097","South",250000,"Female","18-25","Post Secondary",NA,0.37771,"Yes"
"1098","South",250000,"Female","35-44","Post Secondary",200000,1.3454,"Yes"
"1099","South",250000,"Male","55-64","Post Secondary",200000,-1.21974,"No"
"1100","South",250000,"Male","18-25","Post Secondary",15000,-0.81078,"No"
"1101","South",250000,"Male","35-44","Secondary",15000,-1.03314,NA
"1102","South",250000,"Female","26-34","Primary",7500,0.02034,"Undecided"
"1103","South",250000,"Male","18-25","Post Secondary",35000,1.3274,"Yes"
"1104","South",250000,"Female","45-54","Secondary",15000,-1.0312,"Undecided"
"1105","South",250000,"Female","35-44","Primary",75000,-0.28245,"No"
"1106","South",250000,"Female","35-44","Secondary",15000,-1.30713,"No"
"1107","South",250000,"Female","45-54",NA,2500,-1.29617,"No"
"1108","South",250000,"Male","18-25","Post Secondary",35000,-1.1517,"No"
"1109","South",250000,"Female","18-25","Secondary",35000,-1.01948,"Undecided"
"1110","South",250000,"Male","45-54","Secondary",15000,-0.97273,"No"
"1111","South",250000,"Female","18-25","Secondary",2500,1.35949,"Yes"
"1112","South",250000,"Female","35-44","Primary",2500,-1.29617,NA
"1113","South",250000,"Male","26-34","Secondary",7500,0.43679,"Undecided"
"1114","South",250000,"Male","26-34","Post Secondary",NA,0.96494,"Yes"
"1115","South",250000,"Male","35-44","Secondary",15000,-0.48129,"No"
"1116","South",250000,"Female","18-25","Secondary",15000,-1.18602,"No"
"1117","South",250000,"Male","18-25","Secondary",NA,-1.10618,NA
"1118","South",250000,"Female","55-64","Primary",35000,0.3561,NA
"1119","South",250000,"Male","65+","Primary",15000,-1.29617,"No"
"1120","South",250000,"Female","65+","Primary",15000,-0.22181,"Undecided"
"1121","South",250000,"Female","55-64","Primary",35000,NA,NA
"1122","South",250000,"Male","35-44","Secondary",75000,-0.78299,"No"
"1123","South",250000,"Male","26-34","Post Secondary",75000,-0.85229,NA
"1124","South",250000,"Female","18-25","Secondary",15000,-0.86098,NA
"1125","South",250000,"Male","26-34","Post Secondary",35000,NA,"Undecided"
"1126","South",250000,"Male","18-25","Secondary",15000,-0.69824,"No"
"1127","South",250000,"Male","45-54","Primary",2500,-1.09862,"Abstain"
"1128","South",250000,"Female","35-44","Primary",2500,-1.22285,"No"
"1129","South",250000,"Male","26-34","Secondary",NA,0.01222,"Undecided"
"1130","South",250000,"Female","18-25","Post Secondary",200000,0.75867,"Undecided"
"1131","South",250000,"Male","55-64","Primary",35000,-1.10181,"Undecided"
"1132","South",250000,"Female","26-34","Secondary",7500,-0.72077,"No"
"1133","South",250000,"Male","26-34","Post Secondary",15000,-1.05625,"No"
"1134","South",250000,"Male","26-34","Post Secondary",15000,-0.08136,"No"
"1135","South",250000,"Female","45-54","Primary",7500,-1.29617,"No"
"1136","South",250000,"Female","45-54","Primary",2500,0.55703,"Yes"
"1137","South",250000,"Female","18-25","Primary",15000,-1.05197,"Yes"
"1138","South",250000,"Male","26-34","Secondary",7500,-1.04084,"No"
"1139","South",250000,"Male","35-44","Secondary",15000,-1.29617,"No"
"1140","South",250000,"Male","35-44","Secondary",15000,-1.21232,"No"
"1141","South",250000,"Female","35-44","Secondary",125000,-0.43399,"Undecided"
"1142","South",250000,"Male","35-44","Post Secondary",75000,-1.11744,"No"
"1143","South",250000,"Female","65+","Post Secondary",75000,-1.04075,"No"
"1144","South",250000,"Male","26-34","Post Secondary",75000,-1.06681,"No"
"1145","South",250000,"Female","26-34","Secondary",35000,1.39831,"Yes"
"1146","South",250000,"Female","26-34","Secondary",7500,-1.00003,"No"
"1147","South",250000,"Male","35-44","Primary",15000,0.34456,"Yes"
"1148","South",250000,"Female","45-54","Secondary",2500,1.07149,"Undecided"
"1149","South",250000,"Female","18-25","Secondary",35000,0.25636,"Abstain"
"1150","South",250000,"Male","65+","Primary",2500,-1.29617,"No"
"1151","South",250000,"Male","18-25","Secondary",35000,-0.29019,"Yes"
"1152","South",250000,"Female","45-54","Primary",2500,1.5877,"Yes"
"1153","South",250000,"Female","18-25","Primary",2500,0.43869,"No"
"1154","South",250000,"Male","45-54","Primary",NA,-0.15992,NA
"1155","South",250000,"Male","26-34","Secondary",35000,-0.97949,"No"
"1156","South",250000,"Male","45-54","Primary",7500,-1.10088,"No"
"1157","South",250000,"Male","26-34","Primary",15000,1.47476,"Yes"
"1158","South",250000,"Male","35-44","Primary",15000,-0.05639,"Undecided"
"1159","South",250000,"Female","26-34","Primary",7500,-0.9089,"No"
"1160","South",250000,"Female","35-44","Primary",15000,0.47789,"Yes"
"1161","South",250000,"Female","35-44","Secondary",7500,-0.75762,"Undecided"
"1162","South",250000,"Female","35-44","Secondary",75000,-0.67253,"No"
"1163","South",250000,"Male","35-44","Secondary",35000,1.22715,NA
"1164","South",250000,"Male","18-25","Secondary",15000,-0.88058,"No"
"1165","South",250000,"Female","18-25","Post Secondary",35000,-1.06673,"No"
"1166","South",250000,"Female","26-34","Post Secondary",75000,-1.07899,"No"
"1167","South",250000,"Female","55-64","Primary",NA,-1.2727,"Undecided"
"1168","South",250000,"Female","65+","Primary",75000,NA,"Undecided"
"1169","South",250000,"Female","18-25","Secondary",7500,-0.99975,"No"
"1170","South",250000,"Female","35-44","Secondary",15000,-0.71567,"Abstain"
"1171","South",250000,"Male","55-64","Post Secondary",35000,-1.20544,"No"
"1172","South",250000,"Female","65+","Secondary",35000,1.43203,"No"
"1173","South",250000,"Male","26-34","Post Secondary",NA,-1.25656,"No"
"1174","South",250000,"Female","18-25","Post Secondary",7500,-1.29617,"No"
"1175","South",250000,"Female","35-44","Secondary",35000,1.33821,NA
"1176","South",250000,"Male","45-54","Post Secondary",35000,-0.92947,NA
"1177","South",250000,"Male","26-34","Primary",15000,0.25023,"Yes"
"1178","South",250000,"Female","35-44","Primary",7500,0.38898,"Abstain"
"1179","South",250000,"Female","18-25","Secondary",15000,0.81611,"Yes"
"1180","South",250000,"Female","45-54","Primary",7500,-0.11207,"Undecided"
"1181","South",25000,"Female","18-25","Post Secondary",15000,-1.06129,"No"
"1182","South",25000,"Female","55-64","Primary",15000,-0.27926,"Yes"
"1183","South",25000,"Male","55-64","Primary",15000,0.74066,"Yes"
"1184","South",25000,"Male","18-25","Secondary",35000,-1.19945,"No"
"1185","South",25000,"Male","18-25","Primary",7500,-1.09176,"Undecided"
"1186","South",25000,"Female","18-25","Secondary",2500,-0.80256,"No"
"1187","South",25000,"Female","45-54","Post Secondary",35000,1.38626,"Yes"
"1188","South",25000,"Male","65+","Primary",15000,-0.48681,"Undecided"
"1189","South",25000,"Male","35-44","Post Secondary",15000,-0.90237,"No"
"1190","South",25000,"Male","18-25","Primary",15000,-0.79222,"No"
"1191","South",25000,"Female","18-25","Post Secondary",15000,0.58929,"Undecided"
"1192","South",25000,"Male","55-64","Secondary",75000,1.55477,"Yes"
"1193","South",25000,"Female","55-64","Primary",15000,-1.29617,"No"
"1194","South",25000,"Male","26-34","Primary",7500,-1.11956,"No"
"1195","South",25000,"Female","18-25","Secondary",35000,-0.40754,"No"
"1196","South",25000,"Male","18-25","Post Secondary",15000,-0.79464,"No"
"1197","South",25000,"Female","35-44","Post Secondary",75000,-1.29617,"No"
"1198","South",25000,"Male","65+","Primary",35000,-0.91196,"Undecided"
"1199","South",25000,"Female","55-64","Secondary",15000,1.43203,"Yes"
"1200","South",25000,"Female","18-25","Primary",15000,-0.76597,"No"
"1201","South",15000,"Female","35-44","Primary",15000,-0.60892,"Undecided"
"1202","South",15000,"Female","18-25","Secondary",7500,1.27453,"Undecided"
"1203","South",15000,"Male","18-25","Primary",7500,-0.44311,"No"
"1204","South",15000,"Male","55-64","Primary",7500,1.46885,"Yes"
"1205","South",15000,"Male","55-64","Primary",7500,1.68819,"Yes"
"1206","South",15000,"Female","65+","Secondary",15000,1.03459,"Yes"
"1207","South",15000,"Male","26-34","Primary",15000,0.32316,"Yes"
"1208","South",15000,"Female","26-34","Secondary",35000,-0.38947,"Undecided"
"1209","South",15000,"Female","45-54","Secondary",7500,-1.00879,"No"
"1210","South",15000,"Female","55-64","Primary",7500,0.24454,"Undecided"
"1211","South",15000,"Female","26-34","Secondary",7500,-1.00877,"No"
"1212","South",15000,"Male","65+","Primary",7500,1.5877,"Yes"
"1213","South",15000,"Female","65+","Primary",7500,0.90441,"Yes"
"1214","South",15000,"Male","35-44","Primary",7500,0.17868,"Yes"
"1215","South",15000,"Male","18-25","Secondary",15000,-0.86197,"No"
"1216","South",15000,"Female","35-44","Primary",7500,1.5877,"Yes"
"1217","South",15000,"Female","18-25","Secondary",15000,-0.99603,"No"
"1218","South",15000,"Male","18-25","Primary",7500,-0.96762,"No"
"1219","South",15000,"Male","55-64","Primary",7500,0.27293,NA
"1220","South",15000,"Male","18-25","Secondary",35000,0.11796,"Undecided"
"1221","South",45000,"Male","26-34","Secondary",15000,-1.1464,"No"
"1222","South",45000,"Female","26-34","Primary",15000,-1.07534,NA
"1223","South",45000,"Male","35-44","Secondary",35000,-0.21053,"No"
"1224","South",45000,"Male","18-25","Primary",2500,0.95611,"No"
"1225","South",45000,"Female","45-54","Primary",15000,0.13473,NA
"1226","South",45000,"Female","35-44","Secondary",15000,-1.04877,"No"
"1227","South",45000,"Female","26-34","Secondary",7500,-1.21695,"No"
"1228","South",45000,"Male","55-64","Secondary",15000,-0.88369,"No"
"1229","South",45000,"Male","26-34","Secondary",7500,-1.04155,"No"
"1230","South",45000,"Male","45-54","Post Secondary",7500,0.4324,"Yes"
"1231","South",45000,"Male","18-25","Post Secondary",15000,-1.29617,"No"
"1232","South",45000,"Female","26-34","Primary",7500,-0.25351,"No"
"1233","South",45000,"Female","18-25","Primary",15000,-0.72379,"Yes"
"1234","South",45000,"Male","55-64","Primary",35000,0.81197,"Yes"
"1235","South",45000,"Female","65+","Primary",7500,-0.62189,"No"
"1236","South",45000,"Female","26-34","Secondary",7500,-1.22285,"Undecided"
"1237","South",45000,"Female","45-54","Primary",15000,-1.29617,"No"
"1238","South",45000,"Male","65+","Secondary",15000,-0.51411,NA
"1239","South",45000,"Female","35-44","Primary",35000,-0.15201,NA
"1240","South",45000,"Male","26-34","Post Secondary",15000,-0.51062,"No"
"1241","South",25000,"Female","55-64","Primary",2500,-0.93163,"No"
"1242","South",25000,"Male","65+","Primary",2500,1.48145,"Yes"
"1243","South",25000,"Female","35-44","Primary",7500,0.93681,"Undecided"
"1244","South",25000,"Female","26-34","Primary",7500,1.25522,"Yes"
"1245","South",25000,"Male","18-25","Secondary",2500,0.0072,"No"
"1246","South",25000,"Male","45-54","Primary",7500,1.29306,"Yes"
"1247","South",25000,"Female","26-34","Secondary",7500,1.5877,"Yes"
"1248","South",25000,"Female","65+","Primary",15000,1.39971,"Yes"
"1249","South",25000,"Female","26-34","Primary",7500,1.24248,"Yes"
"1250","South",25000,"Male","26-34","Secondary",15000,-0.20032,"Undecided"
"1251","South",25000,"Male","26-34","Primary",2500,-1.29617,"No"
"1252","South",25000,"Male","65+","Primary",7500,1.18476,"Yes"
"1253","South",25000,"Female","26-34","Secondary",15000,0.35728,"Yes"
"1254","South",25000,"Female","35-44","Primary",7500,-0.86824,NA
"1255","South",25000,"Male","55-64","Primary",NA,-1.05791,"Abstain"
"1256","South",25000,"Female","18-25","Primary",2500,1.22013,"Yes"
"1257","South",25000,"Female","35-44","Primary",15000,0.95449,"Yes"
"1258","South",25000,"Male","55-64","Primary",NA,0.34505,"No"
"1259","South",25000,"Male","18-25","Secondary",7500,0.36676,"No"
"1260","South",25000,"Male","26-34","Post Secondary",15000,0.06712,"Abstain"
"1261","South",8750,"Male","26-34","Post Secondary",75000,-0.18762,"Abstain"
"1262","South",8750,"Male","65+","Primary",7500,0.94771,"Undecided"
"1263","South",8750,"Female","35-44","Secondary",15000,1.18423,"Yes"
"1264","North",8750,"Female","26-34","Primary",7500,1.22566,"Yes"
"1265","South",8750,"Male","26-34","Secondary",75000,1.35949,NA
"1266","South",8750,"Female","18-25","Primary",7500,1.38957,"Yes"
"1267","South",8750,"Female","35-44","Secondary",7500,1.33244,"Yes"
"1268","South",8750,"Male","45-54","Primary",7500,1.5935,"Yes"
"1269","South",8750,"Male","45-54","Primary",7500,1.19527,"Yes"
"1270","South",8750,"Male","26-34","Primary",15000,1.35218,"Undecided"
"1271","South",8750,"Male","26-34","Secondary",7500,1.2728,"Yes"
"1272","South",8750,"Male","35-44","Post Secondary",7500,-1.04106,"No"
"1273","South",8750,"Female","18-25","Primary",2500,1.47476,"Yes"
"1274","South",8750,"Female","35-44","Primary",35000,-0.98395,"Undecided"
"1275","South",8750,"Male","35-44","Primary",15000,1.5038,"Yes"
"1276","South",8750,"Female","26-34","Primary",7500,1.20337,"Yes"
"1277","South",8750,"Male","45-54","Secondary",7500,1.44322,"Yes"
"1278","South",8750,"Female","65+","Primary",15000,0.06376,"Undecided"
"1279","South",8750,"Female","35-44","Primary",2500,1.456,"Yes"
"1280","South",8750,"Male","26-34","Post Secondary",75000,0.8459,"Undecided"
"1281","South",45000,"Female","45-54","Post Secondary",35000,1.17549,"Yes"
"1282","South",45000,"Male","45-54","Secondary",75000,-1.22876,"No"
"1283","South",45000,"Female","18-25","Secondary",35000,0.2422,"No"
"1284","South",45000,"Male","26-34","Primary",15000,0.67166,"Yes"
"1285","South",45000,"Male","18-25","Secondary",75000,1.21306,"Yes"
"1286","South",45000,"Female","26-34","Post Secondary",15000,1.21501,NA
"1287","South",45000,"Female","18-25","Secondary",15000,1.19375,"Yes"
"1288","South",45000,"Female","65+","Primary",7500,1.5877,"Yes"
"1289","South",45000,"Male","45-54","Primary",7500,1.5877,"Yes"
"1290","South",45000,"Male","26-34","Secondary",35000,0.83702,"Yes"
"1291","South",45000,"Female","35-44","Post Secondary",35000,0.91251,"Undecided"
"1292","South",45000,"Female","26-34","Post Secondary",15000,1.47024,"Yes"
"1293","South",45000,"Male","35-44","Post Secondary",35000,-0.26722,"No"
"1294","South",45000,"Female","35-44","Primary",NA,1.31511,"Yes"
"1295","South",45000,"Male","26-34","Secondary",35000,-0.68978,NA
"1296","South",45000,"Male","26-34","Primary",35000,1.3526,"Yes"
"1297","South",45000,"Female","26-34","Primary",7500,0.07743,"Abstain"
"1298","South",45000,"Female","35-44","Primary",15000,1.13002,"Yes"
"1299","South",45000,"Female","55-64","Primary",7500,1.29953,"Undecided"
"1300","South",45000,"Male","35-44","Secondary",15000,-1.15543,"Abstain"
"1301","South",25000,"Female","55-64","Primary",7500,0.50186,"No"
"1302","South",25000,"Male","35-44","Primary",15000,0.10046,"Undecided"
"1303","South",25000,"Male","45-54","Secondary",35000,1.47615,"Yes"
"1304","South",25000,"Female","45-54","Primary",7500,0.02279,"Abstain"
"1305","South",25000,"Female","18-25","Secondary",NA,1.27928,"Yes"
"1306","South",25000,"Female","45-54","Primary",7500,1.5877,"Yes"
"1307","South",25000,"Male","18-25","Secondary",15000,1.08435,"Yes"
"1308","South",25000,"Female","18-25","Post Secondary",35000,1.36539,"Yes"
"1309","South",25000,"Female","18-25","Post Secondary",35000,-1.29617,"No"
"1310","South",25000,"Male","65+","Post Secondary",35000,-1.22876,"No"
"1311","South",25000,"Female","45-54","Primary",2500,1.5877,"Yes"
"1312","South",25000,"Male","55-64","Primary",7500,0.229,"No"
"1313","South",25000,"Male","55-64","Primary",15000,-0.2766,"Yes"
"1314","South",25000,"Female","18-25","Primary",7500,0.27658,"Yes"
"1315","South",25000,"Male","18-25","Secondary",15000,1.29798,"Yes"
"1316","South",25000,"Male","35-44","Secondary",35000,-0.28181,"No"
"1317","South",25000,"Female","45-54","Primary",7500,0.36525,"Yes"
"1318","South",25000,"Male","26-34","Primary",7500,1.47024,"Yes"
"1319","South",25000,"Female","18-25","Primary",7500,-1.29617,"No"
"1320","South",25000,"Male","26-34","Primary",7500,0.9508,"Yes"
"1321","South",25000,"Male","18-25","Primary",15000,-1.15693,"No"
"1322","South",25000,"Male","26-34","Secondary",15000,-0.33243,"No"
"1323","South",25000,"Female","26-34","Primary",7500,1.29012,"Yes"
"1324","South",25000,"Female","55-64","Primary",7500,NA,"Yes"
"1325","South",25000,"Male","35-44","Secondary",15000,1.50846,"Yes"
"1326","South",25000,"Male","35-44","Secondary",35000,1.00996,"Yes"
"1327","South",25000,"Female","45-54","Secondary",35000,-1.21695,"No"
"1328","South",25000,"Female","18-25","Secondary",35000,0.41846,"Undecided"
"1329","South",25000,"Male","45-54","Secondary",75000,1.48735,"Yes"
